timestamp,symbol,Open,High,Low,Close,Volume,SMA_50,EMA_20,RSI,Volatility
2025-05-23 13:30:00+00:00,AAPL,193.6649932861328,196.22000122070312,193.4600067138672,195.38499450683597,8294792,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:31:00+00:00,AAPL,195.77999877929688,196.4750061035156,195.58999633789065,195.72000122070312,810703,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:32:00+00:00,AAPL,195.7949981689453,196.05999755859372,195.50750732421875,195.8249969482422,734901,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:33:00+00:00,AAPL,195.8300018310547,196.7400054931641,195.6100006103516,196.57000732421875,640558,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:34:00+00:00,AAPL,196.54010009765625,196.6699981689453,196.0178985595703,196.50999450683597,422567,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:35:00+00:00,AAPL,196.4900054931641,197.0998992919922,196.41000366210935,196.8699951171875,844448,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:36:00+00:00,AAPL,196.87210083007807,197.0050048828125,196.6999969482422,196.97000122070312,535932,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:37:00+00:00,AAPL,196.9683074951172,197.0,196.6699981689453,196.7689971923828,587492,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:38:00+00:00,AAPL,196.77999877929688,197.0,196.7449951171875,196.8999938964844,484718,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:39:00+00:00,AAPL,196.89010620117188,197.0200042724609,196.6000061035156,196.6450042724609,509105,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:40:00+00:00,AAPL,196.6499938964844,196.8500061035156,196.4199981689453,196.7100067138672,452661,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:41:00+00:00,AAPL,196.7400054931641,197.02999877929688,196.5,196.92999267578125,401756,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:42:00+00:00,AAPL,196.92379760742188,196.94000244140625,196.1100006103516,196.6042938232422,738519,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:43:00+00:00,AAPL,196.6194000244141,196.6450042724609,195.8500061035156,196.02999877929688,453096,196.35486083984375,196.0216845678959,47.96090452815873,0.146359588424607
2025-05-23 13:44:00+00:00,AAPL,195.9980926513672,196.31500244140625,195.88999938964844,196.0,359227,196.35486083984375,196.0216845678959,47.31210081065022,0.146359588424607
2025-05-23 13:45:00+00:00,AAPL,195.97999572753903,195.9850006103516,195.6329040527344,195.72000122070312,412177,196.35486083984375,196.0216845678959,41.64884516322798,0.146359588424607
2025-05-23 13:46:00+00:00,AAPL,195.7100067138672,195.9600067138672,195.4900054931641,195.625,464901,196.35486083984375,196.0216845678959,39.903571891077874,0.146359588424607
2025-05-23 13:47:00+00:00,AAPL,195.5399932861328,195.87229919433597,195.50999450683597,195.7698974609375,240477,196.35486083984375,196.0216845678959,43.77362422299856,0.146359588424607
2025-05-23 13:48:00+00:00,AAPL,195.78500366210935,196.0,195.3999938964844,195.7200927734375,350458,196.35486083984375,196.0216845678959,42.75446100610834,0.146359588424607
2025-05-23 13:49:00+00:00,AAPL,195.71470642089844,196.00999450683597,195.57000732421875,195.67999267578125,287866,196.35486083984375,196.0216845678959,41.90841808204319,0.146359588424607
2025-05-23 13:50:00+00:00,AAPL,195.66000366210935,195.91000366210935,195.56329345703125,195.8600006103516,220611,196.35486083984375,196.0062860957488,46.98040654509765,0.146359588424607
2025-05-23 13:51:00+00:00,AAPL,195.87420654296875,196.0,195.6593017578125,195.66000366210935,293332,196.35486083984375,195.97330681635458,42.5367011077216,0.143451198071417
2025-05-23 13:52:00+00:00,AAPL,195.65170288085935,196.0,195.50999450683597,195.97579956054688,361639,196.35486083984375,195.97354422056338,50.49855444635928,0.14759254472246333
2025-05-23 13:53:00+00:00,AAPL,195.97000122070312,196.55999755859372,195.6000061035156,195.7899932861328,572211,196.35486083984375,195.95606317918904,46.42292498306054,0.1193403255532885
2025-05-23 13:54:00+00:00,AAPL,195.72000122070312,195.8999938964844,195.32000732421875,195.5200042724609,275913,196.35486083984375,195.91453375950064,41.217376535251375,0.12222786169292178
2025-05-23 13:55:00+00:00,AAPL,195.5157012939453,196.0099029541016,195.47000122070312,195.92999267578125,208234,196.35486083984375,195.91600603724166,50.32636403511455,0.12472320845993226
2025-05-23 13:56:00+00:00,AAPL,195.91000366210935,196.63999938964844,195.806396484375,196.42999267578125,270359,196.35486083984375,195.964957145674,58.72632706697893,0.13874764478628837
2025-05-23 13:57:00+00:00,AAPL,196.4199981689453,196.6300048828125,196.27999877929688,196.5399932861328,200716,196.35486083984375,196.01972249238435,60.31624236106182,0.13794549920543528
2025-05-23 13:58:00+00:00,AAPL,196.56500244140625,196.80999755859372,196.5399932861328,196.6100006103516,217577,196.35486083984375,196.07593945600027,61.33701567814266,0.1372635178274266
2025-05-23 13:59:00+00:00,AAPL,196.63999938964844,196.63999938964844,196.25999450683597,196.3699951171875,228524,196.35486083984375,196.10394475706573,56.01715839552723,0.136924942566665
2025-05-23 14:00:00+00:00,AAPL,196.33999633789065,196.50999450683597,196.16099548339844,196.2375946044922,225659,196.35486083984375,196.1166733139635,53.272227805114504,0.1372244823085686
2025-05-23 14:01:00+00:00,AAPL,196.2100067138672,196.47000122070312,196.158203125,196.26939392089844,160306,196.35486083984375,196.13121813367158,53.85705612109523,0.1343203820534172
2025-05-23 14:02:00+00:00,AAPL,196.27999877929688,196.4900054931641,196.1100006103516,196.3896026611328,156982,196.35486083984375,196.155826183906,56.094122753592174,0.13062659356811274
2025-05-23 14:03:00+00:00,AAPL,196.4250030517578,196.4499969482422,196.0345001220703,196.14990234375,264239,196.35486083984375,196.15526200865304,50.804849134943716,0.1156577995004343
